Date,Open,High,Low,Close,Adj Close,Volume
2014-06-01,30.450001,32.235001,30.127501,31.582500,22.698982,428934
2014-07-01,31.792500,32.587502,30.682501,30.705000,22.068302,362398
2014-08-01,30.682501,33.127499,29.872499,33.105000,23.793232,356800
2014-09-01,33.157501,33.689999,31.844999,32.137501,23.097870,438133
2014-10-01,32.040001,33.615002,27.405001,33.540001,24.105877,1860934
2014-11-01,33.622501,35.572498,33.044998,35.397499,25.440901,727601
2014-12-01,35.115002,36.227501,32.212502,35.044998,25.187548,2648800
2015-01-01,35.355000,35.509998,32.697498,32.884998,23.635113,3041200
2015-02-01,32.832500,37.200001,32.457500,36.657501,26.346487,1428800
2015-03-01,36.972500,37.117500,34.487499,35.402500,25.444489,1458000
2015-04-01,35.272499,37.439999,34.770000,36.192501,26.012278,1344800
2015-05-01,36.389999,37.889999,35.480000,36.939999,26.549522,489600
2015-06-01,36.950001,37.680000,35.220001,35.419998,25.457071,117300
2015-07-01,36.049999,37.799999,34.869999,36.810001,26.456089,223700
2015-08-01,36.770000,37.000000,28.000000,32.250000,23.178730,134600
2015-09-01,30.860001,33.419998,27.750000,29.080000,20.900385,175500
2015-10-01,29.180000,34.549999,28.440001,34.070000,24.486799,74500
2015-11-01,34.230000,35.250000,32.279999,34.310001,24.659294,80000
2015-12-01,34.849998,35.000000,31.520000,33.070000,23.768080,102400
2016-01-01,31.879999,32.270000,26.240000,29.650000,21.310053,265300
2016-02-01,29.250000,30.309999,25.010000,29.450001,21.166309,163400
2016-03-01,29.969999,33.900002,29.969999,33.560001,24.120255,97600
2016-04-01,33.430000,35.220001,32.939999,33.759998,24.263992,67700
2016-05-01,33.880001,34.930000,32.630001,34.919998,25.097710,43600
2016-06-01,34.689999,35.700001,31.540001,34.910000,25.090527,186100
2016-07-01,34.880001,37.450001,34.090000,37.400002,26.880142,90100
2016-08-01,37.419998,38.000000,36.730000,37.520000,26.966383,34300
2016-09-01,37.020000,37.959999,35.730000,37.119999,26.678898,41600
2016-10-01,37.099998,37.340000,35.669998,35.990002,25.866743,17300
2016-11-01,36.110001,39.029999,34.720001,38.770000,27.864784,50200
2016-12-01,38.169998,41.369999,37.009998,37.150002,26.700457,48100
2017-01-01,37.520000,39.119999,37.389999,38.189999,29.624439,30300
2017-02-01,38.500000,41.490002,38.500000,41.330002,32.060177,23800
2017-03-01,42.570000,42.669998,40.040001,41.580002,32.254108,28300
2017-04-01,41.380001,42.599998,40.570000,42.250000,32.773834,21300
2017-05-01,42.299999,43.430000,41.549999,43.139999,33.464222,41300
2017-06-01,43.450001,44.630001,40.720001,41.070000,31.858501,42500
2017-07-01,41.230000,42.840000,40.570000,42.470001,35.270294,52400
2017-08-01,42.590000,42.939999,40.770000,42.509998,35.303509,30300
2017-09-01,42.720001,44.150002,41.950001,44.150002,36.665489,22800
2017-10-01,44.230000,46.380001,44.230000,46.250000,38.479038,56700
2017-11-01,46.549999,49.250000,45.740002,48.980000,40.750340,68600
2017-12-01,48.930000,50.759998,47.720001,49.570000,41.241211,71900
2018-01-01,49.990002,57.209999,49.880001,55.360001,46.451725,176900
2018-02-01,54.990002,55.619999,44.689999,50.939999,42.742977,248200
2018-03-01,50.930000,54.070000,46.110001,48.340000,40.561352,177500
2018-04-01,47.680000,50.750000,44.900002,48.380001,40.594921,260800
2018-05-01,48.049999,51.910000,44.509998,50.430000,42.315044,230500
2018-06-01,51.009998,53.560001,49.740002,50.610001,42.466080,146500
2018-07-01,49.980000,55.529999,49.980000,54.220001,45.685963,75100
2018-08-01,54.459999,58.240002,53.889999,57.669998,48.592949,82400
2018-09-01,57.509998,59.330002,56.279999,56.830002,47.885162,78700
2018-10-01,57.720001,57.720001,45.070000,49.000000,42.446815,283900
2018-11-01,49.240002,52.750000,45.990002,50.590000,43.824165,188400
2018-12-01,52.200001,52.200001,36.470001,40.580002,35.152893,538400
2019-01-01,39.880001,47.810001,39.220001,47.750000,41.804745,434900
2019-02-01,47.820000,51.680000,47.000000,50.599998,44.299896,156300
2019-03-01,51.349998,53.310001,48.430000,52.340000,45.823246,205500
2019-04-01,53.099998,56.580002,53.090000,56.570000,49.559689,185600
2019-05-01,56.700001,56.730000,49.360001,49.380001,43.260696,143900
2019-06-01,49.310001,57.110001,48.590000,55.810001,48.893867,131200
2019-07-01,57.169998,59.090000,56.360001,57.349998,50.662071,113400
2019-08-01,57.310001,58.410000,51.369999,55.090000,48.665623,201100
2019-09-01,54.189999,58.680000,53.910000,57.060001,50.405895,158400
2019-10-01,57.340000,59.709999,52.459999,59.119999,52.225662,245200
2019-11-01,59.910000,63.939999,59.900002,63.459999,56.059547,175900
2019-12-01,63.619999,67.250000,60.660000,66.389999,58.647869,165100
2020-01-01,67.160004,70.870003,65.779999,66.279999,59.171772,231800
2020-02-01,66.790001,73.220001,51.700001,55.750000,49.771061,449300
2020-03-01,56.380001,62.230000,28.740000,39.330002,35.112034,1598200
2020-04-01,36.169998,50.619999,35.200001,49.380001,44.084217,771000
2020-05-01,47.310001,54.500000,44.419998,53.790001,48.021267,422800
2020-06-01,53.349998,60.459999,50.720001,54.990002,49.092575,945100
2020-07-01,55.279999,61.930000,55.240002,61.250000,54.941299,591200
2020-08-01,62.060001,70.800003,61.919998,70.260002,63.023285,151100
2020-09-01,70.610001,73.889999,59.099998,65.029999,58.331966,298900
2020-10-01,65.660004,72.050003,59.669998,60.639999,54.394131,308500
2020-11-01,62.490002,75.940002,61.480000,74.809998,67.104637,239200
2020-12-01,76.389999,78.639999,70.470001,74.559998,66.880386,220800
2021-01-01,75.160004,79.220001,71.070000,73.410004,71.107346,215600
2021-02-01,74.309998,82.820000,73.540001,77.099998,74.681602,420800
2021-03-01,78.889999,84.160004,73.389999,83.559998,80.938972,313600
2021-04-01,84.449997,93.930000,84.449997,92.360001,89.462944,174300
2021-05-01,93.480003,94.949997,87.070000,93.540001,90.605934,174800
2021-06-01,94.500000,97.750000,92.120003,97.519997,94.461082,140000
2021-07-01,97.690002,103.440002,94.610001,101.910004,99.055328,505500
2021-08-01,102.790001,108.629997,100.750000,108.089996,105.062202,169800
2021-09-01,108.440002,108.919998,97.830002,97.889999,95.147926,489900
2021-10-01,98.889999,112.010002,96.629997,111.919998,108.784920,313600
2021-11-01,112.389999,118.790001,109.820000,109.989998,106.908981,278000
2021-12-01,112.769997,118.360001,106.120003,116.470001,113.207474,410300
2022-01-01,117.470001,118.849998,91.160004,104.120003,104.120003,617900
2022-02-01,104.540001,107.879997,86.650002,97.529999,97.529999,570300
2022-03-01,96.970001,99.709999,93.410004,95.550003,95.550003,134500
